5/5/2015 00:30:45 AM	[Trace]	#### Server boot ####
5/5/2015 00:30:45 AM	[Log]	Server mounted, listening on port 4296
5/5/2015 00:30:45 AM	[Trace]	Found plugin: C:\Users\John\Documents\DPhysics\LockstepServer\Plugins\DPhysics.Lockstep.dll, type of DPhysics.Lockstep.Core
5/5/2015 00:30:45 AM	[Trace]	Found a total of 1 plugins.
5/5/2015 00:30:45 AM	[Log]	Loaded plugin: DPhysics Lockstep Server Version: 1.0
5/5/2015 00:31:17 AM	[Log]	Connected: 127.0.0.1:56229
5/5/2015 00:31:19 AM	[Log]	Connected: 127.0.0.1:56230
5/5/2015 00:31:25 AM	[Trace]	A connection was forcibly closed, error code: 10054
5/5/2015 00:31:25 AM	[Log]	Disconnected: 127.0.0.1:56230
5/5/2015 00:31:26 AM	[Trace]	A connection was forcibly closed, error code: 10054
5/5/2015 00:31:26 AM	[Log]	Disconnected: 127.0.0.1:56229
5/5/2015 00:31:52 AM	[Log]	Connected: 127.0.0.1:56233
5/5/2015 00:31:55 AM	[Log]	Connected: 127.0.0.1:56234
5/5/2015 00:31:58 AM	[Log]	Data Received
5/5/2015 00:31:58 AM	[Log]	Data Roomed
5/5/2015 00:31:59 AM	[Log]	Data Received
5/5/2015 00:31:59 AM	[Log]	Data Roomed
5/5/2015 00:32:01 AM	[Log]	Data Received
5/5/2015 00:32:01 AM	[Log]	Data Roomed
5/5/2015 00:32:03 AM	[Log]	Data Received
5/5/2015 00:32:03 AM	[Log]	Data Roomed
5/5/2015 00:32:03 AM	[Log]	Data Received
5/5/2015 00:32:03 AM	[Log]	Data Roomed
5/5/2015 00:32:04 AM	[Log]	Data Received
5/5/2015 00:32:04 AM	[Log]	Data Roomed
5/5/2015 00:32:05 AM	[Log]	Data Received
5/5/2015 00:32:05 AM	[Log]	Data Roomed
5/5/2015 00:32:06 AM	[Log]	Data Received
5/5/2015 00:32:06 AM	[Log]	Data Roomed
5/5/2015 00:32:06 AM	[Log]	Data Received
5/5/2015 00:32:06 AM	[Log]	Data Roomed
5/5/2015 00:32:09 AM	[Log]	Data Received
5/5/2015 00:32:09 AM	[Log]	Data Roomed
5/5/2015 00:32:09 AM	[Log]	Data Received
5/5/2015 00:32:09 AM	[Log]	Data Roomed
5/5/2015 00:32:09 AM	[Log]	Data Received
5/5/2015 00:32:09 AM	[Log]	Data Roomed
5/5/2015 00:32:09 AM	[Log]	Data Received
5/5/2015 00:32:09 AM	[Log]	Data Roomed
5/5/2015 00:32:10 AM	[Log]	Data Received
5/5/2015 00:32:10 AM	[Log]	Data Roomed
5/5/2015 00:32:10 AM	[Log]	Data Received
5/5/2015 00:32:10 AM	[Log]	Data Roomed
5/5/2015 00:32:10 AM	[Log]	Data Received
5/5/2015 00:32:10 AM	[Log]	Data Roomed
5/5/2015 00:32:11 AM	[Log]	Data Received
5/5/2015 00:32:11 AM	[Log]	Data Roomed
5/5/2015 00:32:11 AM	[Log]	Data Received
5/5/2015 00:32:11 AM	[Log]	Data Roomed
5/5/2015 00:32:11 AM	[Log]	Data Received
5/5/2015 00:32:11 AM	[Log]	Data Roomed
5/5/2015 00:32:11 AM	[Log]	Data Received
5/5/2015 00:32:11 AM	[Log]	Data Roomed
5/5/2015 00:32:11 AM	[Log]	Data Received
5/5/2015 00:32:11 AM	[Log]	Data Roomed
5/5/2015 00:32:12 AM	[Log]	Data Received
5/5/2015 00:32:12 AM	[Log]	Data Roomed
5/5/2015 00:32:12 AM	[Log]	Data Received
5/5/2015 00:32:12 AM	[Log]	Data Roomed
5/5/2015 00:32:14 AM	[Log]	Data Received
5/5/2015 00:32:14 AM	[Log]	Data Roomed
5/5/2015 00:32:15 AM	[Log]	Data Received
5/5/2015 00:32:15 AM	[Log]	Data Roomed
5/5/2015 00:32:16 AM	[Log]	Data Received
5/5/2015 00:32:16 AM	[Log]	Data Roomed
5/5/2015 00:32:16 AM	[Log]	Data Received
5/5/2015 00:32:16 AM	[Log]	Data Roomed
5/5/2015 00:32:16 AM	[Log]	Data Received
5/5/2015 00:32:16 AM	[Log]	Data Roomed
5/5/2015 00:32:16 AM	[Log]	Data Received
5/5/2015 00:32:16 AM	[Log]	Data Roomed
5/5/2015 00:32:17 AM	[Log]	Data Received
5/5/2015 00:32:17 AM	[Log]	Data Roomed
5/5/2015 00:32:17 AM	[Log]	Data Received
5/5/2015 00:32:17 AM	[Log]	Data Roomed
5/5/2015 00:32:17 AM	[Log]	Data Received
5/5/2015 00:32:17 AM	[Log]	Data Roomed
5/5/2015 00:32:18 AM	[Log]	Data Received
5/5/2015 00:32:18 AM	[Log]	Data Roomed
5/5/2015 00:32:19 AM	[Log]	Data Received
5/5/2015 00:32:19 AM	[Log]	Data Roomed
5/5/2015 00:32:21 AM	[Log]	Data Received
5/5/2015 00:32:21 AM	[Log]	Data Roomed
5/5/2015 00:32:22 AM	[Log]	Data Received
5/5/2015 00:32:22 AM	[Log]	Data Roomed
5/5/2015 00:32:23 AM	[Log]	Data Received
5/5/2015 00:32:23 AM	[Log]	Data Roomed
5/5/2015 00:32:23 AM	[Log]	Data Received
5/5/2015 00:32:23 AM	[Log]	Data Roomed
5/5/2015 00:32:23 AM	[Log]	Data Received
5/5/2015 00:32:23 AM	[Log]	Data Roomed
